8,105,79,1.33,1
2,116,129,1.98,0
6,116,177,1.22,1
3,90,113,1.25,1
3,91,73,1.29,1
8,116,133,1.83,1
2,85,112,1.2,1
5,115,68,1.64,1
10,112,184,1.55,1
8,100,135,1.43,1
1,119,91,1.77,1
6,119,69,1.99,0
2,80,66,1.75,0
3,78,164,1.92,0
4,79,130,1.84,0
7,87,139,1.05,1
7,79,154,1.54,0
2,80,191,1.96,1
1,114,186,1.63,1
5,110,151,1.76,0
3,90,133,1.68,1
2,105,62,1.02,0
2,101,74,1.82,0
9,99,189,1.08,0
1,96,176,1.71,0
10,80,181,1.21,0
2,105,144,1.54,1
2,104,189,1.01,0
1,107,64,1.18,0
7,83,90,1.75,1
10,100,185,1.08,0
9,107,166,1.84,1
4,95,179,1.28,1
5,85,92,1.46,0
4,89,127,1.57,0
10,74,86,1.32,1
7,79,108,1.34,0
1,107,89,1.17,1
8,73,185,1.36,1
5,100,187,1.21,1
2,79,71,1.18,0
8,81,105,1.08,0
5,86,66,1.51,0
8,117,124,1.05,1
8,118,144,1.6,0
7,85,196,1.17,1
4,105,70,1.91,0
9,94,153,1.01,1
5,78,148,1.29,0
8,116,159,1.72,1
8,80,123,1.22,1
9,120,125,1.87,1
3,102,139,1.68,0
9,109,73,1.67,0
10,96,144,1.22,1
6,98,77,1.04,1
7,99,117,1.08,1
3,97,68,1.82,0
7,75,182,1.74,1
5,100,187,1.64,0
10,111,120,1.88,0
4,91,159,1.27,1
1,119,199,1.46,1
9,73,80,1.19,0
4,104,133,1.66,1
5,105,191,1.5,1
8,111,177,1.8,1
7,116,149,1.68,0
8,114,190,1.12,1
3,100,92,1.45,1
4,81,124,1.05,0
9,81,134,1.16,0
9,81,84,1.57,1
6,87,145,1.25,1
3,117,83,1.35,1
6,112,146,1.45,1
8,102,99,1.02,0
9,85,121,1.59,0
7,107,113,1.79,1
10,105,132,1.22,1
6,117,176,1.98,0
8,120,187,1.06,1
7,120,97,1.11,0
8,73,158,1.58,1
10,119,132,1.01,1
5,98,63,1.03,0
10,111,151,1.22,0
10,71,157,1.01,0
8,94,134,1.98,0
5,75,64,1.66,0
2,91,61,1.11,1
9,113,151,1.94,0
8,82,123,1.69,1
8,107,136,1.3,1
10,103,172,1.75,1
9,75,158,1.43,1
7,105,151,1.07,0
10,103,115,1.59,1
9,85,135,1.09,0
10,74,63,1.56,0
3,95,132,1.21,1
3,81,133,1.02,0
1,100,128,1.16,0
9,97,75,1.1,0
5,72,189,1.31,1
8,91,124,1.94,0
7,77,142,1.56,1
2,84,81,1.63,0
8,70,114,1.05,0
10,115,86,1.37,0
7,105,169,1.81,1
7,84,62,1.85,1
8,74,145,1.14,0
6,92,89,1.96,1
10,87,196,1.26,1
7,113,131,1.71,0
2,77,95,1.65,1
4,73,60,1.45,0
6,88,147,1.81,1
8,102,195,1.12,1
2,84,182,1.51,0
8,73,65,1.88,1
6,114,114,1.42,1
1,114,128,1.17,1
7,103,128,1.93,0
9,84,162,1.17,0
9,90,142,1.39,1
3,77,127,1.08,0
7,77,180,1.56,1
4,70,176,1.98,1
8,80,88,1.53,0
6,111,94,1.19,0
9,88,175,1.59,1
7,73,110,1.26,0
2,78,114,1.47,1
7,115,198,1.9,0
4,74,64,1.31,1
3,74,81,1.02,1
4,95,170,1.87,0
5,72,168,1.27,0
5,92,169,1.6,1
9,107,198,1.38,0
9,88,172,1.37,0
5,118,151,1.05,1
1,78,136,1.25,1
6,111,147,1.78,1
10,110,136,1.13,1
6,111,197,1.16,1
6,90,133,1.5,1
5,107,111,1.55,1
2,70,156,1.74,1
2,85,187,1.99,0
4,89,93,1.95,0
3,99,79,1.19,1
7,85,167,1.2,0
7,108,137,1.96,0
3,108,198,1.18,1
7,114,195,1.96,1
5,73,61,1.94,0
5,82,87,1.68,0
6,112,101,1.02,0
2,107,103,1.18,0
3,93,135,1.61,0
1,92,163,1.03,0
8,119,164,1.53,1
5,88,69,1.47,1
6,94,195,1.92,1
6,92,83,1.3,1
1,84,106,1.8,0
9,82,189,1.31,1
3,98,140,1.18,1
1,84,84,1.7,1
7,103,196,1.71,1
5,111,122,1.97,0
9,76,83,1.82,1
7,115,186,1.03,1
5,101,123,1.79,1
3,74,185,1.78,1
8,101,153,1.31,1
2,105,70,1.03,1
5,113,82,1.36,1
5,83,134,1.85,0
5,120,135,1.92,0
7,99,126,1.52,1
9,108,174,1.53,1
4,113,156,1.43,1
3,118,170,1.2,0
1,73,60,1.76,0
9,100,159,1.96,0
3,105,162,1.03,0
4,103,197,1.08,0
6,71,96,1.68,1
2,96,91,1.97,1
6,115,62,1.21,0
1,76,140,1.73,1
1,84,77,1.18,1
10,84,140,1.95,1
9,77,119,1.89,0
6,79,185,1.02,0
5,78,74,1.77,1
10,99,123,1.95,0
4,70,84,1.54,1
2,111,124,1.93,1
1,74,192,1.66,0
4,99,105,1.74,0
4,105,180,1.97,0
7,88,112,1.47,1
9,79,74,1.82,0
2,91,118,1.66,0
5,112,77,1.29,1
8,83,107,1.23,0
2,76,143,1.35,1
6,94,80,1.34,0
10,119,99,1.54,0
10,108,194,1.72,0
9,114,171,1.99,0
8,87,175,1.18,1
2,105,199,1.93,0
6,85,180,1.87,1
6,86,123,1.58,1
4,98,198,1.59,1
7,98,89,1.95,0
8,111,178,1.84,1
9,87,166,1.24,0
1,119,129,1.3,1
4,79,66,1.77,0
2,106,151,1.71,0
5,84,145,1.3,1
10,111,145,1.13,1
5,114,127,1.05,1
6,114,133,1.64,0
2,102,194,1.87,0
1,119,162,1.21,1
5,90,159,1.68,1
2,113,65,1.1,1
9,88,187,1.3,0
6,78,166,1.13,0
4,81,171,1.25,1
1,117,160,1.22,0
1,87,87,1.02,0
7,108,72,1.51,1
8,118,77,1.16,0
10,107,109,1.6,0
2,102,147,1.09,0
7,118,94,1.6,1
3,73,115,1.54,0
8,96,84,1.36,1
5,83,89,1.59,0
5,83,149,1.48,0
3,84,110,1.94,0
1,99,163,1.18,1
5,98,114,1.61,0
10,79,169,1.64,1
1,106,146,1.33,0
9,91,195,1.73,1
1,106,167,1.95,1
2,91,115,1.12,0
9,98,158,1.51,1
7,95,74,1.5,0
10,81,159,1.85,1
8,99,97,1.41,0
8,107,154,1.26,0
8,95,181,1.61,1
7,97,84,1.4,0
6,95,191,1.04,1
8,105,162,1.4,1
4,87,193,1.38,0
2,87,128,1.78,1
8,74,193,1.43,0
10,109,105,1.29,1
2,79,63,1.71,1
7,91,139,1.07,0
1,99,143,1.24,0
3,76,165,1.48,1
4,93,107,1.27,1
3,116,79,1.2,1
8,93,109,1.4,0
10,96,131,1.56,1
4,77,65,1.6,0
2,97,148,1.39,1
1,115,187,1.15,0
5,80,72,1.77,1
5,95,61,1.9,0
5,107,89,1.65,0
2,99,97,1.93,0
4,118,90,1.25,0
4,71,73,1.45,0
5,101,71,1.61,1
10,94,135,1.47,1
10,108,125,1.07,0
6,82,80,1.75,0
8,116,169,1.42,0
2,72,182,1.68,0
5,104,110,1.5,1
7,103,96,1.74,0
5,83,114,1.06,0
7,104,107,1.81,0
9,87,106,1.83,1
1,79,161,1.92,0
8,113,154,1.98,1
2,112,152,1.11,0
4,98,187,1.98,1
7,85,120,1.08,0
3,90,159,1.89,1
6,90,103,1.52,1
4,118,63,1.84,0
4,100,108,1.98,1
6,108,61,1.73,1
5,108,145,1.53,1
9,116,143,1.48,1
3,72,158,1.01,0
5,91,86,1.66,0
9,96,63,1.21,1
1,116,91,1.89,0
5,118,79,1.73,1
2,87,130,1.09,1
3,100,154,1.77,1
2,70,60,1.43,1
4,115,67,1.12,1
6,73,183,1.9,0
5,107,120,1.97,1
8,86,100,1.32,0
2,90,175,1.97,0
3,79,178,1.51,0
7,91,94,1.91,1
1,73,166,1.3,1
3,95,189,1.27,1
9,116,173,1.58,0
8,93,114,1.08,0
10,89,168,1.5,1
1,117,161,1.74,0
2,103,169,1.42,0
5,78,72,1.83,1
7,84,72,1.09,1
7,110,86,1.16,0
10,120,92,1.02,1
2,90,155,1.59,0
10,91,82,1.13,0
3,84,190,1.4,0
4,76,156,1.27,1
5,104,95,1.32,0
2,75,160,1.42,0
1,90,107,1.51,0
3,71,157,1.57,1
9,95,116,1.13,0
6,108,175,1.1,1
1,88,190,1.76,0
2,109,166,1.1,1
1,82,96,1.91,0
3,80,195,1.42,1
9,71,139,1.3,1
2,106,200,1.23,1
10,101,60,1.72,0
8,76,200,1.88,1
10,96,179,1.96,1
8,105,101,1.78,1
7,96,155,1.39,0
6,79,68,1.44,1
9,106,71,1.41,1
10,81,140,1.98,0
6,104,166,1.36,1
7,77,112,1.73,0
6,79,165,1.04,0
5,76,133,1.93,1
4,97,67,1.49,0
5,106,94,1.62,0
2,93,192,1.88,0
7,91,191,1.86,1
3,89,187,1.68,1
9,71,150,1.49,0
6,103,184,1.06,1
10,83,120,1.07,1
3,110,71,1.72,1
8,70,107,1.64,0
8,119,128,1.81,0
7,76,148,1.49,1
5,102,116,1.79,1
4,116,167,1.28,0
9,70,158,1.47,0
9,86,67,1.82,1
2,85,139,1.81,1
2,95,170,1.72,0
6,96,134,1.82,1
7,112,174,1.87,0
8,85,72,1.97,0
10,117,138,1.89,0
4,98,108,1.7,1
7,96,144,1.14,0
4,104,133,1.99,0
9,90,135,1.19,0
2,96,64,1.06,0
9,87,195,1.17,1
8,94,104,1.91,0
1,93,186,1.63,0
5,91,104,1.66,0
6,93,160,1.06,1
3,84,91,1.97,0
6,109,74,1.08,1
2,109,63,1.7,1
6,98,132,1.91,0
8,96,194,1.28,1
3,94,191,1.76,0
3,113,61,1.59,1
9,114,93,1.22,1
8,102,86,1.11,0
1,74,112,1.98,1
3,107,129,1.89,1
5,73,176,1.44,0
9,118,151,1.69,0
3,116,111,1.44,0
2,74,96,1.18,1
1,80,78,1.24,0
6,74,182,1.85,1
8,91,184,1.46,1
1,79,114,1.66,1
9,100,77,1.7,0
4,109,155,1.79,1
3,112,66,1.46,0
7,83,159,1.17,1
4,106,115,1.3,1
2,97,115,1.25,1
9,74,62,1.02,0
9,115,71,1.96,1
10,86,149,1.46,0
1,119,141,1.96,1
6,83,131,1.2,1
5,98,132,1.3,1
9,96,116,1.59,1
7,85,63,1.64,0
3,95,144,1.97,1
4,111,155,1.13,0
7,94,147,1.93,0
9,94,77,1.29,0
1,72,186,1.7,1
10,104,132,1.07,1
5,111,172,1.43,0
8,87,111,1.17,0
9,89,136,1.16,1
2,110,80,1.78,1
6,76,98,1.22,1
5,90,83,1.28,0
8,115,62,1.39,0
9,80,85,1.75,0
1,74,68,1.13,1
9,75,122,1.23,0
5,113,77,1.3,1
2,79,155,1.03,1
4,103,88,1.07,1
2,109,200,1.7,1
8,75,81,1.77,1
9,88,120,1.23,1
4,112,99,1.03,0
4,102,110,1.41,1
7,119,102,1.42,1
6,79,167,1.78,0
10,80,66,1.77,0
10,96,166,1.31,0
5,117,145,1.82,0
2,77,102,1.46,1
10,71,75,1.06,1
5,95,151,1.61,0
4,111,60,1.28,1
8,75,90,1.5,1
2,92,178,1.75,0
8,110,161,1.71,0
7,101,170,1.65,1
7,75,142,1.86,0
9,78,181,1.19,0
8,80,78,1.67,0
5,75,116,1.98,0
10,72,79,1.93,0
6,71,117,1.04,1
3,92,68,2.0,0
2,81,130,1.45,0
1,116,185,1.94,1
8,110,177,1.71,0
8,112,87,1.3,0
4,79,110,1.34,1
9,80,93,1.62,0
7,108,122,1.42,1
5,113,102,1.37,0
8,79,171,1.77,0
3,81,110,1.24,0
3,70,192,1.42,1
1,104,149,1.56,1
3,83,93,1.38,1
1,73,97,2.0,0
1,120,107,1.49,1
5,80,148,1.42,0
3,81,67,1.77,0
8,114,177,1.04,1
6,73,66,1.51,1
6,78,147,1.6,1
4,87,168,1.12,1
4,110,200,1.17,0
6,93,146,1.46,1
9,89,68,1.96,0
1,71,163,1.93,0
8,105,111,1.74,0
